customer_phone,calls,any_port_out,any_30dacc,any_cleanup,any_callback,avg_drift,first_ts,last_ts
cust_aa65026459c5f8f2,10,0,1,1,1,0.2896714285714285,2025-11-11 12:19:34,2026-01-18 12:32:11
cust_699e2aab252bc060,10,0,0,1,1,0.2487392857142857,2025-11-21 09:19:25,2026-01-08 15:43:30
cust_5b5990b4d392ab5d,9,1,1,1,1,0.3480238095238095,2025-11-11 17:36:21,2026-01-26 15:56:10
cust_c3c8d7a94d98a1e6,9,0,1,1,1,0.2646309523809524,2025-11-04 12:44:51,2025-12-26 13:09:12
cust_eb0ff3155884c382,9,0,1,1,1,0.24121428571428571,2025-11-04 12:14:47,2026-01-21 15:16:25
cust_e0f4dc6c6716b40c,8,1,1,1,1,0.45685714285714285,2025-11-23 14:47:03,2026-01-08 16:48:02
cust_2d55768779333c95,8,0,1,1,1,0.4191830357142857,2025-11-03 10:31:27,2026-01-23 19:26:51
cust_b11fb33f84f34425,8,1,1,1,1,0.3968125,2025-11-01 11:53:12,2026-01-28 20:52:51
cust_da39453b1f7a4455,8,1,1,1,1,0.3677232142857143,2025-11-20 11:17:38,2026-01-20 15:49:45
cust_4bcae1beea0c82d9,8,0,1,1,1,0.35191964285714283,2025-11-02 15:17:42,2026-01-25 12:44:21
cust_4e903360e65190fb,8,1,1,1,1,0.32227232142857143,2025-11-11 08:54:02,2026-01-22 18:44:54
cust_85a32acc51ce3f40,8,0,1,1,1,0.31751785714285713,2025-11-17 11:36:23,2026-01-28 17:37:30
cust_7aec9251e359a158,8,0,1,1,1,0.31510714285714286,2025-11-04 08:50:57,2026-01-09 18:39:11
cust_1f5def4c04416aeb,8,0,1,1,1,0.30353125,2025-11-04 18:27:31,2026-01-14 13:05:51
cust_d6ed2975f6be0e2a,8,1,1,1,1,0.29454017857142856,2025-11-20 14:49:58,2026-01-22 12:37:54
cust_89a79be0ef3501c6,8,1,0,1,1,0.2780223214285714,2025-11-08 17:45:29,2026-01-28 18:04:51
cust_ef5a31eaeb9c2dbd,8,0,1,1,1,0.2747767857142857,2025-11-06 11:12:55,2026-01-28 11:07:18
cust_267d09de5e71e00d,8,1,0,1,1,0.27035714285714285,2025-11-04 16:31:52,2026-01-24 08:02:36
cust_65b34b5eff2bd400,8,0,1,1,1,0.25542857142857145,2025-11-17 19:23:02,2026-01-29 11:39:06
cust_8f20524444c8c9ae,8,1,1,1,1,0.24376339285714285,2025-11-15 17:36:07,2026-01-28 15:10:34
cust_2d4ff94c6e507c12,8,0,1,1,1,0.15933035714285712,2025-11-05 12:54:35,2026-01-28 16:27:27
cust_0ae1ad6c3e2c8297,7,1,1,1,1,0.5203469387755102,2025-11-06 16:31:04,2026-01-28 14:22:03
cust_944356c1c79f159a,7,1,1,1,1,0.4728673469387755,2025-12-02 15:20:57,2026-01-26 19:12:36
cust_f38f06274f09501d,7,1,1,1,1,0.43162244897959184,2025-11-01 13:51:22,2026-01-21 13:58:59
cust_7feb9060db12f8ca,7,1,1,1,1,0.39883163265306126,2025-11-03 11:50:23,2026-01-17 11:49:32
cust_b0a4b0bcaf89b478,7,1,1,1,1,0.39347448979591837,2025-11-01 16:35:08,2026-01-16 12:26:29
cust_6563406964d78c91,7,1,1,1,1,0.3807397959183673,2025-11-27 16:01:32,2026-01-03 18:26:47
cust_5468d5aa97f52ec1,7,1,1,1,1,0.3751530612244898,2025-11-03 08:09:14,2025-12-24 14:06:20
cust_b9c99bd8dabba32c,7,1,0,1,1,0.37151020408163266,2025-11-13 13:08:49,2026-01-25 14:45:38
cust_156c3c163b1acabf,7,0,1,1,1,0.3526887755102041,2025-11-06 18:42:13,2026-01-27 11:54:03
cust_d87dc8e28c015850,7,1,1,1,1,0.33200510204081635,2025-12-16 13:03:08,2026-01-15 19:57:16
cust_3b1ad57c8887d07e,7,1,1,1,1,0.32022959183673466,2025-11-03 15:27:24,2026-01-16 13:53:18
cust_4906b0fad6a4e486,7,1,0,1,1,0.318780612244898,2025-11-07 15:23:49,2026-01-28 16:26:34
cust_13cadb36d01ebb29,7,1,1,1,1,0.3139795918367347,2025-11-07 11:45:06,2026-01-24 17:15:31
cust_bd47ba4a62a0c9f7,7,0,1,1,1,0.30635204081632655,2025-11-30 03:51:05,2026-01-27 13:43:58
cust_d7b97a7b9d5e46fb,7,0,1,1,1,0.30271428571428566,2025-11-10 10:36:46,2026-01-22 13:43:45
cust_a7d8179229b447a6,7,0,1,1,1,0.29767857142857146,2025-11-17 08:58:38,2026-01-27 13:55:36
cust_28672d82517be626,7,0,1,1,1,0.28720408163265304,2025-11-05 20:40:25,2026-01-13 20:04:33
cust_1a04e328853d5544,7,0,1,1,1,0.28326020408163266,2025-11-05 17:44:13,2026-01-02 13:24:33
cust_47abe38ee5cdeb65,7,0,1,1,1,0.2815561224489796,2025-11-24 11:33:07,2026-01-16 16:56:32
cust_e73a4df9ae567a26,7,0,1,1,1,0.273219387755102,2025-11-15 17:58:59,2026-01-20 09:46:05
cust_493ea3f183a1b14a,7,1,1,1,1,0.27,2025-11-01 19:37:11,2025-12-27 11:57:32
cust_ef19f89de481d21c,7,0,1,1,1,0.2683163265306122,2025-11-12 17:58:17,2026-01-13 14:52:42
cust_e014a71f28fb8d88,7,0,0,1,1,0.26381632653061227,2025-11-12 15:57:14,2026-01-27 16:13:59
cust_32f0564455c26e7e,7,1,0,1,1,0.25508673469387755,2025-11-02 19:52:51,2026-01-29 17:56:45
cust_f97c9d71948203f8,7,0,1,1,1,0.24610204081632653,2025-11-04 16:32:00,2026-01-26 09:45:51
cust_6f16537f0162aec5,7,0,1,1,1,0.24396938775510207,2025-11-03 16:57:32,2026-01-15 18:27:33
cust_ddf0b5487f758311,7,0,0,1,1,0.24366326530612242,2025-11-29 10:19:31,2026-01-28 14:53:20
cust_558e8ccba7961364,7,0,1,1,1,0.23363775510204082,2025-11-10 15:53:53,2026-01-23 13:49:19
cust_f9af98a3b6d20745,6,1,1,1,1,0.4828095238095238,2025-11-08 14:30:31,2026-01-26 06:11:59
cust_0bfb0eeb59543809,6,1,1,1,1,0.42245238095238097,2025-11-12 13:49:33,2026-01-23 12:31:14
cust_1b7c50e81e4d306a,6,0,1,1,0,0.395297619047619,2025-11-01 20:25:57,2025-12-30 16:48:32
cust_9d555ac1391aed98,6,1,1,1,1,0.38041071428571427,2025-12-02 15:42:19,2026-01-26 18:26:00
cust_89661d7b248c6b95,6,0,1,1,1,0.3749166666666666,2025-11-25 17:39:19,2026-01-12 10:00:36
cust_16d4a4d5d3562f7f,6,1,1,1,1,0.3737559523809524,2025-11-05 10:44:13,2026-01-19 10:06:29
cust_7e66e1351af95002,6,1,1,1,1,0.37236309523809524,2025-12-06 18:53:47,2026-01-22 13:31:24
cust_1b9b7dd0d4bbe22f,6,1,1,1,1,0.3671785714285714,2025-11-18 16:55:11,2026-01-10 17:20:10
cust_34fdd54e74c8b7b8,6,0,1,1,1,0.35879761904761903,2025-11-16 19:28:55,2026-01-15 09:00:51
cust_65e6f0965488942b,6,0,1,1,1,0.35389880952380953,2025-11-19 17:12:47,2026-01-24 14:57:10
cust_379297a5af8901d9,6,1,1,1,1,0.3453630952380952,2025-11-06 17:12:07,2026-01-20 18:37:09
cust_407cf0e8b6a1f9c3,6,1,1,1,1,0.33470833333333333,2025-11-16 13:25:51,2026-01-04 11:03:09
cust_c477991778f49fc7,6,0,1,1,0,0.32761904761904764,2025-12-08 15:42:39,2026-01-20 15:57:09
cust_b7585f8dfe446518,6,0,1,1,1,0.32175,2025-11-03 13:38:11,2026-01-29 20:23:16
cust_c1268714fd949c75,6,0,0,1,1,0.3145833333333333,2025-12-10 14:08:43,2026-01-28 10:21:01
cust_24585dec2efa2a67,6,0,0,1,1,0.2822678571428571,2025-11-01 03:24:26,2026-01-01 17:16:51
cust_26bb2f9653b81ef8,6,0,1,1,1,0.2772857142857143,2025-11-15 19:08:34,2026-01-27 16:53:23
cust_02546ab768e2d04f,6,0,1,1,1,0.26269642857142855,2025-12-01 17:13:19,2026-01-29 09:16:25
cust_cab7519ddb9b369a,6,1,0,1,1,0.25475000000000003,2025-11-15 19:44:08,2026-01-29 10:27:14
cust_324115187024b3e3,6,0,0,1,1,0.2472916666666667,2025-11-07 15:26:05,2026-01-29 17:07:46
cust_67498e8437e3cd10,6,0,0,1,1,0.24198809523809525,2025-11-16 12:10:00,2026-01-28 08:55:05
cust_32879b476c156e28,6,1,1,1,1,0.2384464285714286,2025-11-24 17:54:45,2026-01-27 18:59:39
cust_5ff7b1c60456e210,6,0,0,1,1,0.22316071428571427,2025-11-18 10:27:47,2026-01-23 16:57:26
cust_1e5eb36084fb2525,6,1,0,1,1,0.2176190476190476,2025-11-10 12:26:41,2026-01-13 16:36:36
cust_7bb6cc3d8b48c3d1,6,0,1,1,1,0.20477380952380952,2025-12-14 16:39:13,2026-01-27 13:19:22
cust_33321a70a25e4ef1,6,0,0,1,1,0.19322023809523806,2025-11-01 12:30:14,2026-01-13 16:30:34
cust_2176f39d15643009,6,0,0,1,1,0.18542857142857141,2025-11-01 14:07:12,2026-01-29 15:30:58
cust_4bdeb66a930be7ce,5,0,1,1,1,0.4092714285714286,2026-01-05 17:37:51,2026-01-29 17:16:51
cust_51db8bbec9880408,5,1,1,1,1,0.39999285714285715,2025-11-01 09:32:24,2026-01-05 13:08:48
cust_9cf3437e196f1bf6,5,0,1,1,1,0.3731428571428571,2025-11-06 15:07:56,2026-01-27 12:42:02
cust_d25dfef5361fe3cd,5,0,1,1,1,0.3703571428571429,2025-11-03 09:14:36,2026-01-26 09:26:19
cust_109bd3a0c0c937e1,5,0,1,1,1,0.3535214285714286,2025-11-19 11:23:45,2026-01-19 12:29:53
cust_dd7f4cd652f68df4,5,0,1,1,1,0.34367857142857144,2025-11-10 13:46:13,2026-01-02 10:08:45
cust_d6ea9ba102503f1b,5,1,0,1,1,0.3336214285714286,2025-12-01 08:37:38,2026-01-18 08:58:25
cust_402ab2aa9667270b,5,0,0,1,1,0.3302928571428571,2025-11-20 11:48:35,2026-01-21 13:26:15
cust_dd7a0e0030e3ca02,5,1,0,1,1,0.3292785714285714,2025-11-09 13:41:19,2026-01-05 18:04:13
cust_1fc8491ac640f886,5,0,1,1,1,0.3082785714285714,2025-11-03 18:26:13,2025-12-22 11:11:42
cust_813b59409a78be98,5,0,1,1,1,0.2973642857142857,2025-11-09 15:40:10,2025-12-25 09:00:57
cust_45cccb029669cb0d,5,0,0,1,1,0.2862,2025-11-12 15:34:58,2026-01-20 10:32:05
cust_2e78f8ed3b4fd3b9,5,0,1,1,1,0.27854999999999996,2025-11-25 09:04:36,2026-01-21 13:50:22
cust_758c5c83ef3bc2e2,5,1,1,1,1,0.2723214285714286,2025-11-08 13:33:47,2026-01-13 10:54:44
cust_715e053606cadc99,5,1,1,1,1,0.26262142857142856,2025-11-04 19:39:12,2026-01-25 17:37:39
cust_9279b96b33e9d7af,5,0,1,1,1,0.25529999999999997,2025-11-15 15:31:54,2026-01-08 11:00:59
cust_9b7d5b47d116e6be,5,0,1,1,0,0.22569999999999996,2025-11-12 17:38:40,2026-01-27 14:12:03
cust_0ee97d413dbfcb1f,5,1,0,1,1,0.22515000000000002,2025-11-06 10:21:24,2026-01-13 11:56:13
cust_be2e99a520e8539b,5,0,0,1,1,0.21976428571428572,2025-12-04 13:09:25,2026-01-24 16:49:16
cust_e8e6e7657a9b38db,5,0,0,1,1,0.2194142857142857,2025-11-12 13:38:58,2026-01-27 12:20:18
cust_3db7f50497e89902,5,0,0,1,1,0.2091214285714286,2025-11-06 15:50:07,2026-01-18 14:35:14
cust_7b7e1a6daa3901d8,5,0,0,1,1,0.20367142857142856,2025-11-29 11:29:06,2026-01-29 16:41:22
cust_abc08340f9fb84ba,5,0,0,1,1,0.20236428571428572,2025-11-06 18:09:13,2026-01-15 11:05:08
cust_6e6c916c19112c8a,5,0,0,1,1,0.20116428571428568,2025-11-02 17:27:31,2026-01-06 10:40:12
cust_68a71b32cc3580ab,5,0,1,1,1,0.18229285714285715,2025-11-16 18:41:32,2026-01-07 06:08:51
cust_401d779049860378,4,1,1,1,1,0.6074732142857143,2025-11-08 17:15:32,2025-11-28 15:04:46
cust_135c57507ea0c9f9,4,1,1,1,1,0.4845357142857143,2025-11-08 15:25:38,2026-01-09 15:43:07
cust_4e43ef0704b49617,4,1,1,1,1,0.4628214285714286,2025-12-29 14:31:31,2026-01-26 17:34:01
cust_420bf99c2d63c497,4,0,1,1,1,0.4511339285714286,2025-12-01 15:27:00,2026-01-09 14:06:46
cust_4c5b5cb6b42c5fac,4,1,1,1,1,0.44008928571428574,2025-11-03 15:04:04,2026-01-05 16:39:12
cust_5de65ad0e8fd1a44,4,1,1,1,1,0.4293571428571429,2025-11-05 15:14:18,2026-01-28 09:43:13
cust_f0ac349972ab0c30,4,1,0,1,1,0.41735714285714287,2025-11-02 12:17:50,2025-11-26 20:46:55
cust_caff6a1ad5d6a60a,4,0,1,1,1,0.4157321428571429,2025-12-19 15:03:51,2026-01-20 10:37:46
cust_fba287b31e92179d,4,1,1,1,1,0.4116875,2025-12-11 11:55:22,2026-01-21 12:46:11
cust_afa9b10b8038c704,4,0,1,1,1,0.40883035714285715,2025-12-11 13:55:27,2026-01-17 09:27:27
cust_239acfcd932e16c1,4,0,1,1,1,0.40247321428571425,2025-11-11 17:01:03,2026-01-07 13:45:47
cust_6dfb7a8f02e6643c,4,1,0,1,1,0.39986607142857145,2025-11-17 13:48:51,2025-12-19 10:36:53
cust_41416cdab73b25b3,4,1,1,1,1,0.3994107142857143,2025-11-20 15:20:59,2026-01-23 15:25:59
cust_c92bb4af255a36b2,4,0,1,1,1,0.3987142857142857,2025-11-05 13:09:39,2026-01-26 19:55:28
cust_42373bff0bfd0e35,4,0,1,1,1,0.39663392857142854,2025-11-24 10:34:04,2025-12-13 14:37:36
cust_019ce1cbce4a2645,4,1,1,1,1,0.3857767857142857,2025-11-23 16:05:50,2026-01-29 15:26:28
cust_b4730cf9da32a8ed,4,1,0,1,1,0.3839107142857143,2025-12-07 10:52:27,2026-01-17 15:51:18
cust_2bd424df5cf9370c,4,0,1,1,1,0.3818839285714286,2025-11-08 11:38:01,2025-12-20 20:00:57
cust_eecba644c5ee9699,4,0,1,1,1,0.3776517857142857,2025-12-08 13:19:30,2026-01-13 17:23:39
cust_36b5f367e3768893,4,1,1,1,1,0.36115178571428574,2025-11-01 14:20:02,2026-01-27 08:39:08
cust_b31e689d9ccecb40,4,0,1,1,0,0.35979464285714285,2025-12-19 15:44:47,2025-12-31 19:01:35
cust_194beff93fbe0bae,4,1,1,1,1,0.35738392857142853,2025-11-03 19:52:47,2026-01-19 11:06:07
cust_2aae45e103550dff,4,1,1,1,1,0.35714285714285715,2025-11-03 14:03:48,2026-01-22 14:47:11
cust_35b0ace79863533d,4,1,1,1,1,0.3558392857142857,2025-11-12 12:35:31,2026-01-12 18:03:33
cust_768c8b2381d58c73,4,0,1,1,1,0.3545357142857143,2025-11-18 11:47:07,2026-01-15 20:25:53
cust_47a111417bf43294,4,0,1,1,0,0.35280357142857144,2025-11-09 11:56:55,2026-01-12 19:02:30
cust_6e98ffb34a67a2f8,4,1,1,1,1,0.34179464285714284,2025-12-05 12:59:21,2026-01-05 10:03:41
